#string_protein_id	preferred_name	protein_size	annotation
59689.fgenesh1_pg.C_scaffold_8000359	fgenesh1_pg.C_scaffold_8000359	205	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000387	fgenesh1_pg.C_scaffold_8000387	308	Molybdenum cofactor sulfurase family protein 
59689.fgenesh1_pg.C_scaffold_8000419	fgenesh1_pg.C_scaffold_8000419	129	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000425	fgenesh1_pg.C_scaffold_8000425	354	Uncharacterized protein; Belongs to the oxygen-dependent FAD-linked oxidoreductase family
59689.fgenesh1_pg.C_scaffold_8000433	fgenesh1_pg.C_scaffold_8000433	111	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000436	fgenesh1_pg.C_scaffold_8000436	139	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000444	fgenesh1_pg.C_scaffold_8000444	246	Expressed protein 
59689.fgenesh1_pg.C_scaffold_8000446	fgenesh1_pg.C_scaffold_8000446	1096	Phospholipid-transporting ATPase; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
59689.fgenesh1_pg.C_scaffold_8000457	Prohibitin-7	288	ATPHB7 
59689.fgenesh1_pg.C_scaffold_8000474	fgenesh1_pg.C_scaffold_8000474	583	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000489	fgenesh1_pg.C_scaffold_8000489	288	AT-HSFA6A 
59689.fgenesh1_pg.C_scaffold_8000500	fgenesh1_pg.C_scaffold_8000500	270	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000501	fgenesh1_pg.C_scaffold_8000501	331	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000515	fgenesh1_pg.C_scaffold_8000515	171	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000529	fgenesh1_pg.C_scaffold_8000529	194	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000534	fgenesh1_pg.C_scaffold_8000534	165	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000547	fgenesh1_pg.C_scaffold_8000547	129	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000590	fgenesh1_pg.C_scaffold_8000590	101	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000596	fgenesh1_pg.C_scaffold_8000596	140	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000606	fgenesh1_pg.C_scaffold_8000606	126	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000613	fgenesh1_pg.C_scaffold_8000613	197	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000614	fgenesh1_pg.C_scaffold_8000614	130	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000615	fgenesh1_pg.C_scaffold_8000615	253	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000640	fgenesh1_pg.C_scaffold_8000640	203	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000651	fgenesh1_pg.C_scaffold_8000651	197	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000659	fgenesh1_pg.C_scaffold_8000659	107	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000669	fgenesh1_pg.C_scaffold_8000669	230	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000672	fgenesh1_pg.C_scaffold_8000672	216	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000680	fgenesh1_pg.C_scaffold_8000680	160	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000681	fgenesh1_pg.C_scaffold_8000681	273	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000699	fgenesh1_pg.C_scaffold_8000699	525	Kelch repeat-containing F-box family protein 
59689.fgenesh1_pg.C_scaffold_8000710	fgenesh1_pg.C_scaffold_8000710	110	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000726	fgenesh1_pg.C_scaffold_8000726	192	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000753	fgenesh1_pg.C_scaffold_8000753	138	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000755	fgenesh1_pg.C_scaffold_8000755	242	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000778	fgenesh1_pg.C_scaffold_8000778	368	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000788	fgenesh1_pg.C_scaffold_8000788	119	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000792	fgenesh1_pg.C_scaffold_8000792	279	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000812	fgenesh1_pg.C_scaffold_8000812	213	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000815	fgenesh1_pg.C_scaffold_8000815	263	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000828	fgenesh1_pg.C_scaffold_8000828	278	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000831	fgenesh1_pg.C_scaffold_8000831	841	Glutamate receptor; Glutamate-gated receptor that probably acts as non- selective cation channel
59689.fgenesh1_pg.C_scaffold_8000834	fgenesh1_pg.C_scaffold_8000834	183	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000843	fgenesh1_pg.C_scaffold_8000843	213	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000855	FKBP15-2	163	Peptidyl-prolyl cis-trans isomerase 
59689.fgenesh1_pg.C_scaffold_8000858	Cyclin-C1-2	124	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000873	fgenesh1_pg.C_scaffold_8000873	123	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000883	fgenesh1_pg.C_scaffold_8000883	592	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000888	fgenesh1_pg.C_scaffold_8000888	437	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000898	fgenesh1_pg.C_scaffold_8000898	155	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000911	fgenesh1_pg.C_scaffold_8000911	879	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000918	fgenesh1_pg.C_scaffold_8000918	209	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000929	fgenesh1_pg.C_scaffold_8000929	176	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000937	fgenesh1_pg.C_scaffold_8000937	209	Predicted protein
59689.fgenesh1_pg.C_scaffold_8000939	fgenesh1_pg.C_scaffold_8000939	283	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000961	fgenesh1_pg.C_scaffold_8000961	280	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000970	fgenesh1_pg.C_scaffold_8000970	765	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000972	fgenesh1_pg.C_scaffold_8000972	143	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8000989	fgenesh1_pg.C_scaffold_8000989	198	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001006	fgenesh1_pg.C_scaffold_8001006	515	UDP-glucoronosyl/UDP-glucosyl transferase family protein 
59689.fgenesh1_pg.C_scaffold_8001013	fgenesh1_pg.C_scaffold_8001013	117	Predicted protein
59689.fgenesh1_pg.C_scaffold_8001036	fgenesh1_pg.C_scaffold_8001036	156	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001071	fgenesh1_pg.C_scaffold_8001071	153	Predicted protein
59689.fgenesh1_pg.C_scaffold_8001105	fgenesh1_pg.C_scaffold_8001105	121	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001134	fgenesh1_pg.C_scaffold_8001134	234	Predicted protein
59689.fgenesh1_pg.C_scaffold_8001135	fgenesh1_pg.C_scaffold_8001135	351	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001140	fgenesh1_pg.C_scaffold_8001140	502	Mitochondrial substrate carrier family protein ; Belongs to the mitochondrial carrier (TC 2.A.29) family
59689.fgenesh1_pg.C_scaffold_8001143	fgenesh1_pg.C_scaffold_8001143	322	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001177	fgenesh1_pg.C_scaffold_8001177	539	Pectinesterase; Acts in the modification of cell walls via demethylesterification of cell wall pectin
59689.fgenesh1_pg.C_scaffold_8001201	fgenesh1_pg.C_scaffold_8001201	597	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001204	fgenesh1_pg.C_scaffold_8001204	973	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001227	fgenesh1_pg.C_scaffold_8001227	338	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001234	fgenesh1_pg.C_scaffold_8001234	349	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001243	fgenesh1_pg.C_scaffold_8001243	101	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001258	fgenesh1_pg.C_scaffold_8001258	122	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001268	fgenesh1_pg.C_scaffold_8001268	184	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001270	fgenesh1_pg.C_scaffold_8001270	749	Oxidoreductase/ transition metal ion binding protein 
59689.fgenesh1_pg.C_scaffold_8001279	fgenesh1_pg.C_scaffold_8001279	197	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001297	fgenesh1_pg.C_scaffold_8001297	219	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001300	fgenesh1_pg.C_scaffold_8001300	127	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001308	fgenesh1_pg.C_scaffold_8001308	612	Abc transporter family protein 
59689.fgenesh1_pg.C_scaffold_8001350	fgenesh1_pg.C_scaffold_8001350	106	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001357	fgenesh1_pg.C_scaffold_8001357	333	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001359	fgenesh1_pg.C_scaffold_8001359	455	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001364	fgenesh1_pg.C_scaffold_8001364	604	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001388	fgenesh1_pg.C_scaffold_8001388	134	ATB5-A ; Belongs to the cytochrome b5 family
59689.fgenesh1_pg.C_scaffold_8001397	fgenesh1_pg.C_scaffold_8001397	691	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001398	fgenesh1_pg.C_scaffold_8001398	225	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001411	fgenesh1_pg.C_scaffold_8001411	471	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001412	fgenesh1_pg.C_scaffold_8001412	220	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001413	fgenesh1_pg.C_scaffold_8001413	158	Predicted protein
59689.fgenesh1_pg.C_scaffold_8001414	fgenesh1_pg.C_scaffold_8001414	286	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001416	fgenesh1_pg.C_scaffold_8001416	367	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001417	fgenesh1_pg.C_scaffold_8001417	184	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001430	fgenesh1_pg.C_scaffold_8001430	104	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001442	fgenesh1_pg.C_scaffold_8001442	113	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001466	fgenesh1_pg.C_scaffold_8001466	320	Putative uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001469	fgenesh1_pg.C_scaffold_8001469	101	Predicted protein
59689.fgenesh1_pg.C_scaffold_8001515	fgenesh1_pg.C_scaffold_8001515	516	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001517	fgenesh1_pg.C_scaffold_8001517	186	Trafficking protein particle complex subunit; May play a role in vesicular transport from endoplasmic reticulum to Golgi
59689.fgenesh1_pg.C_scaffold_8001548	fgenesh1_pg.C_scaffold_8001548	236	GTP-binding nuclear protein; GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle
59689.fgenesh1_pg.C_scaffold_8001596	fgenesh1_pg.C_scaffold_8001596	510	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001604	fgenesh1_pg.C_scaffold_8001604	1781	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001667	fgenesh1_pg.C_scaffold_8001667	145	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001669	fgenesh1_pg.C_scaffold_8001669	169	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001699	fgenesh1_pg.C_scaffold_8001699	375	NAP1_3 ; Belongs to the nucleosome assembly protein (NAP) family
59689.fgenesh1_pg.C_scaffold_8001703	fgenesh1_pg.C_scaffold_8001703	234	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001731	fgenesh1_pg.C_scaffold_8001731	160	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001782	fgenesh1_pg.C_scaffold_8001782	411	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001787	fgenesh1_pg.C_scaffold_8001787	162	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001796	fgenesh1_pg.C_scaffold_8001796	318	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001838	fgenesh1_pg.C_scaffold_8001838	216	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001840	fgenesh1_pg.C_scaffold_8001840	164	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001848	fgenesh1_pg.C_scaffold_8001848	1018	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001866	fgenesh1_pg.C_scaffold_8001866	1047	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001884	fgenesh1_pg.C_scaffold_8001884	173	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001901	fgenesh1_pg.C_scaffold_8001901	112	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001915	fgenesh1_pg.C_scaffold_8001915	251	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001972	fgenesh1_pg.C_scaffold_8001972	247	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8001980	fgenesh1_pg.C_scaffold_8001980	221	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase; Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursor [...] 
59689.fgenesh1_pg.C_scaffold_8001991	fgenesh1_pg.C_scaffold_8001991	149	Belongs to the histone H2A family. 
59689.fgenesh1_pg.C_scaffold_8001992	fgenesh1_pg.C_scaffold_8001992	149	Belongs to the histone H2A family. 
59689.fgenesh1_pg.C_scaffold_8002008	fgenesh1_pg.C_scaffold_8002008	500	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002014	fgenesh1_pg.C_scaffold_8002014	530	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002022	fgenesh1_pg.C_scaffold_8002022	1001	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002027	Tetraspanin-4	285	Uncharacterized protein; Belongs to the tetraspanin (TM4SF) family
59689.fgenesh1_pg.C_scaffold_8002041	fgenesh1_pg.C_scaffold_8002041	291	MADS-box protein 
59689.fgenesh1_pg.C_scaffold_8002054	fgenesh1_pg.C_scaffold_8002054	284	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002077	fgenesh1_pg.C_scaffold_8002077	204	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002087	fgenesh1_pg.C_scaffold_8002087	1341	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
59689.fgenesh1_pg.C_scaffold_8002097	fgenesh1_pg.C_scaffold_8002097	327	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002102	fgenesh1_pg.C_scaffold_8002102	233	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002103	fgenesh1_pg.C_scaffold_8002103	164	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002107	fgenesh1_pg.C_scaffold_8002107	720	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002119	fgenesh1_pg.C_scaffold_8002119	406	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002124	fgenesh1_pg.C_scaffold_8002124	415	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002143	fgenesh1_pg.C_scaffold_8002143	433	Predicted protein
59689.fgenesh1_pg.C_scaffold_8002158	fgenesh1_pg.C_scaffold_8002158	338	Pectinesterase family protein 
59689.fgenesh1_pg.C_scaffold_8002162	fgenesh1_pg.C_scaffold_8002162	168	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002171	fgenesh1_pg.C_scaffold_8002171	1401	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family
59689.fgenesh1_pg.C_scaffold_8002211	fgenesh1_pg.C_scaffold_8002211	771	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002229	fgenesh1_pg.C_scaffold_8002229	119	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002230	fgenesh1_pg.C_scaffold_8002230	316	Aldo/keto reductase family protein 
59689.fgenesh1_pg.C_scaffold_8002238	fgenesh1_pg.C_scaffold_8002238	325	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002242	fgenesh1_pg.C_scaffold_8002242	438	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002250	fgenesh1_pg.C_scaffold_8002250	178	Expressed protein 
59689.fgenesh1_pg.C_scaffold_8002252	fgenesh1_pg.C_scaffold_8002252	475	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002253	fgenesh1_pg.C_scaffold_8002253	180	Expressed protein 
59689.fgenesh1_pg.C_scaffold_8002257	fgenesh1_pg.C_scaffold_8002257	556	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002274	fgenesh1_pg.C_scaffold_8002274	283	E3 ubiquitin-protein ligase; E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates
59689.fgenesh1_pg.C_scaffold_8002293	fgenesh1_pg.C_scaffold_8002293	163	Predicted protein
59689.fgenesh1_pg.C_scaffold_8002294	fgenesh1_pg.C_scaffold_8002294	177	Predicted protein
59689.fgenesh1_pg.C_scaffold_8002298	fgenesh1_pg.C_scaffold_8002298	342	WD-40 repeat family protein 
59689.fgenesh1_pg.C_scaffold_8002303	fgenesh1_pg.C_scaffold_8002303	123	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002332	fgenesh1_pg.C_scaffold_8002332	927	EMB2746 
59689.fgenesh1_pg.C_scaffold_8002340	fgenesh1_pg.C_scaffold_8002340	164	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002341	fgenesh1_pg.C_scaffold_8002341	526	F-box/LRR-repeat protein At5g63520 
59689.fgenesh1_pg.C_scaffold_8002442	fgenesh1_pg.C_scaffold_8002442	240	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002446	fgenesh1_pg.C_scaffold_8002446	1082	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002460	fgenesh1_pg.C_scaffold_8002460	127	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002497	fgenesh1_pg.C_scaffold_8002497	321	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002504	fgenesh1_pg.C_scaffold_8002504	115	Predicted protein
59689.fgenesh1_pg.C_scaffold_8002516	fgenesh1_pg.C_scaffold_8002516	434	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002520	fgenesh1_pg.C_scaffold_8002520	281	Basic helix-loop-helix family protein 
59689.fgenesh1_pg.C_scaffold_8002523	fgenesh1_pg.C_scaffold_8002523	295	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002541	fgenesh1_pg.C_scaffold_8002541	284	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002546	fgenesh1_pg.C_scaffold_8002546	248	Uncharacterized protein; Belongs to the leguminous lectin family
59689.fgenesh1_pg.C_scaffold_8002556	fgenesh1_pg.C_scaffold_8002556	914	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002557	fgenesh1_pg.C_scaffold_8002557	425	Auxin-responsive protein; Aux/IAA proteins are short-lived transcriptional factors that function as repressors of early auxin response genes at low auxin concentrations
59689.fgenesh1_pg.C_scaffold_8002562	fgenesh1_pg.C_scaffold_8002562	316	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002580	fgenesh1_pg.C_scaffold_8002580	152	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002585	fgenesh1_pg.C_scaffold_8002585	154	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002601	fgenesh1_pg.C_scaffold_8002601	388	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002607	fgenesh1_pg.C_scaffold_8002607	174	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002613	fgenesh1_pg.C_scaffold_8002613	710	RING-type E3 ubiquitin transferase; Armadillo/beta-catenin repeat family protein 
59689.fgenesh1_pg.C_scaffold_8002628	fgenesh1_pg.C_scaffold_8002628	350	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002641	fgenesh1_pg.C_scaffold_8002641	479	Lipase class 3 family protein 
59689.fgenesh1_pg.C_scaffold_8002645	fgenesh1_pg.C_scaffold_8002645	146	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002648	fgenesh1_pg.C_scaffold_8002648	273	RWP-RK domain-containing protein 
59689.fgenesh1_pg.C_scaffold_8002683	fgenesh1_pg.C_scaffold_8002683	418	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_8002729	fgenesh1_pg.C_scaffold_8002729	443	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_801000001	fgenesh1_pg.C_scaffold_801000001	206	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_813000002	fgenesh1_pg.C_scaffold_813000002	147	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_823000002	fgenesh1_pg.C_scaffold_823000002	140	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_831000001	fgenesh1_pg.C_scaffold_831000001	136	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides
59689.fgenesh1_pg.C_scaffold_845000001	fgenesh1_pg.C_scaffold_845000001	287	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_85000005	fgenesh1_pg.C_scaffold_85000005	213	Predicted protein
59689.fgenesh1_pg.C_scaffold_862000001	fgenesh1_pg.C_scaffold_862000001	132	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_883000002	fgenesh1_pg.C_scaffold_883000002	125	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_890000001	fgenesh1_pg.C_scaffold_890000001	200	Uncharacterized protein
59689.fgenesh1_pg.C_scaffold_90000001	fgenesh1_pg.C_scaffold_90000001	236	Uncharacterized protein
